,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
223,Don Mills,43.7258997,-79.340923,Real Canadian Superstore,43.722704,-79.337508,Supermarket
224,Don Mills,43.7258997,-79.340923,Harvey's,43.726602588537574,-79.34103479447748,Restaurant
225,Don Mills,43.7258997,-79.340923,GoodLife Fitness North York Don Mills and Eglinton,43.722704,-79.337508,Gym
226,Don Mills,43.7258997,-79.340923,The Beer Store,43.7227042,-79.3375083,Beer Store
227,Don Mills,43.7258997,-79.340923,Subway,43.72432189860479,-79.33685838010095,Sandwich Place
228,Don Mills,43.7258997,-79.340923,Congee Star 帝王名粥,43.72658622416194,-79.34183343111253,Chinese Restaurant
229,Don Mills,43.7258997,-79.340923,Delimark Cafe,43.72753609649164,-79.33954737355866,Coffee Shop
230,Don Mills,43.7258997,-79.340923,Pho 88 發發餐廳,43.72664201962024,-79.3423446449432,Asian Restaurant
231,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Wolfie's Deli,43.754875481443555,-79.44243785404784,Deli / Bodega
232,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Orly Restaurant & Grill,43.754493246006334,-79.44350727697311,Middle Eastern Restaurant
233,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Starbucks,43.755797,-79.440471,Coffee Shop
234,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Bagel Plus,43.75539484400371,-79.4406859789969,Restaurant
235,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Best for Bride,43.7557891,-79.4378344,Bridal Shop
236,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Tim Hortons,43.75476686520758,-79.44325044751167,Coffee Shop
237,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Dairy Queen,43.75567964325238,-79.44016579234159,Ice Cream Shop
238,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Wimpy's Diner,43.75620987159905,-79.43929448082638,Diner
239,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,TD Canada Trust,43.7562323,-79.4390254,Bank
240,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Pizza Pizza,43.75531145041057,-79.44112566629565,Pizza Place
241,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Popeyes Louisiana Kitchen,43.754671343663034,-79.44274006861691,Fried Chicken Joint
242,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,RBC Royal Bank,43.755697951682755,-79.43818263436917,Bank
243,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Subway,43.755741275340625,-79.44050193032683,Sandwich Place
244,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Sheppard Plaza,43.75569512647938,-79.43961347354475,Shopping Mall
245,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Wakame Sushi,43.755382185036986,-79.44094461257187,Sushi Restaurant
246,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Petro-Canada,43.755112,-79.438838,Gas Station
247,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Shoppers Drug Mart,43.756239,-79.439599,Pharmacy
248,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Metro,43.75608379050764,-79.43978950381364,Supermarket
249,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Rogers,43.756052653816894,-79.44036757175827,Mobile Phone Shop
250,"Bathurst Manor, Wilson Heights, Downsview North",43.7543283,-79.4422593,Bathurst & Sheppard,43.757535251951225,-79.43995259215554,Intersection
251,"Northwood Park, York University",43.7679803,-79.4872619,MUSE Massage Spa,43.7656861872247,-79.4893183666046,Massage Studio
252,"Northwood Park, York University",43.7679803,-79.4872619,Carribean Heat,43.764155,-79.490227,Caribbean Restaurant
253,"Northwood Park, York University",43.7679803,-79.4872619,Tim Hortons,43.764289283166015,-79.48879033327103,Coffee Shop
254,"Northwood Park, York University",43.7679803,-79.4872619,Fox & Fiddle,43.76379461939549,-79.48849672002802,Bar
255,"Northwood Park, York University",43.7679803,-79.4872619,Bad Boy Furniture - North York,43.76431446505117,-79.4865882396698,Furniture / Home Store
256,"Northwood Park, York University",43.7679803,-79.4872619,Party City,43.76417373654635,-79.4852503780818,Miscellaneous Shop
257,Downsview,43.7374732,-79.4647633,Toronto Downsview Airport (YZD),43.738882611749744,-79.47011109314882,Airport
258,Downsview,43.7374732,-79.4647633,Ancaster Park,43.73470570807407,-79.46477740817078,Park
259,Downsview,43.7390146,-79.5069436,TD Canada Trust,43.7402356,-79.5125502,Bank
260,Downsview,43.7390146,-79.5069436,Giltspur Park,43.73572426577187,-79.50782060623169,Park
261,Downsview,43.7390146,-79.5069436,Win Farm Supermarket,43.739193173128825,-79.51205313205719,Grocery Store
262,Downsview,43.7390146,-79.5069436,Price Chopper,43.73990841084056,-79.51226143309357,Grocery Store
263,Downsview,43.7390146,-79.5069436,jane sheppard mall,43.740104399774324,-79.51255243633483,Shopping Mall
264,Downsview,43.7284964,-79.4956974,Roding Park,43.728655041194294,-79.49291760986993,Baseball Field
265,Downsview,43.7284964,-79.4956974,Sean's Twisted,43.72443632963932,-79.49385166168213,Korean Restaurant
266,Downsview,43.7284964,-79.4956974,Yummy Dogs,43.72651174068901,-79.50127950136176,Food Truck
267,Downsview,43.7616313,-79.5209994,Durante's No Frills,43.758178,-79.51968,Grocery Store
268,Downsview,43.7616313,-79.5209994,LCBO,43.759256617873106,-79.51945388294175,Liquor Store
269,Downsview,43.7616313,-79.5209994,Dollarama,43.758177,-79.519679,Discount Store
270,Downsview,43.7616313,-79.5209994,Driftwood community centre,43.76567959563023,-79.51970643195256,Athletics & Sports
271,Downsview,43.7616313,-79.5209994,Planet Fitness,43.757538,-79.51961,Gym / Fitness Center
272,Victoria Village,43.7258823,-79.3155716,Victoria Village Arena,43.72348055545508,-79.31563520925143,Hockey Arena
273,Victoria Village,43.7258823,-79.3155716,Portugril,43.72581876267242,-79.31278541470671,Portuguese Restaurant
274,Victoria Village,43.7258823,-79.3155716,Tim Hortons,43.725516631714754,-79.31310251366091,Coffee Shop
275,Victoria Village,43.7258823,-79.3155716,Pizza Nova,43.725823726352196,-79.31286041792907,Pizza Place
276,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,Jawny Bakers,43.705782646822,-79.31291304477831,Gastropub
277,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,East York Gymnastics,43.710654,-79.309279,Gym / Fitness Center
278,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,Shoppers Drug Mart,43.705933,-79.312825,Pharmacy
279,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,TD Canada Trust,43.705739883755946,-79.31227013468737,Bank
280,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,Pizza Pizza,43.70515901620182,-79.31312955571528,Pizza Place
281,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,Nostalgia,43.706832771917064,-79.31178314223835,Café
282,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,St. Clair Ave E & O'Connor Dr,43.70523283448301,-79.31327432821826,Intersection
283,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,Venice Pizza,43.70592051370348,-79.31395663414658,Pizza Place
284,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,Merchant's Flea Market,43.705107692965406,-79.31416841029413,Flea Market
285,"Parkview Hill, Woodbine Gardens",43.7063972,-79.309937,TKTO - Toronto Knife Throwing Organization,43.7099660731501,-79.31341111891099,Athletics & Sports
286,Woodbine Heights,43.6953439,-79.3183887,East York Memorial Arena,43.69722441688202,-79.31539709142582,Skating Rink
287,Woodbine Heights,43.6953439,-79.3183887,East York Curling Club,43.69682672948465,-79.31365836861947,Curling Ice
288,Woodbine Heights,43.6953439,-79.3183887,The Beer Store,43.6937312,-79.3167591,Beer Store
289,Woodbine Heights,43.6953439,-79.3183887,TTC Stop #8913,43.696486436579704,-79.31757688522339,Bus Stop
290,Woodbine Heights,43.6953439,-79.3183887,Stan Wadlow Park,43.697835820584395,-79.31430328766514,Park
291,Woodbine Heights,43.6953439,-79.3183887,Luxy Nails,43.69285615840882,-79.3158494567113,Spa
292,Woodbine Heights,43.6953439,-79.3183887,East York Memorial Arena,43.697623791570656,-79.31514515513003,Athletics & Sports
293,The Beaches,43.6763574,-79.2930312,Glen Manor Ravine,43.67682094413784,-79.29394208780985,Trail
294,The Beaches,43.6763574,-79.2930312,The Big Carrot Natural Food Market,43.678879,-79.297734,Health Food Store
295,The Beaches,43.6763574,-79.2930312,Grover Pub and Grub,43.679181434941015,-79.29721535878515,Pub
296,The Beaches,43.6763574,-79.2930312,Upper Beaches,43.68056321147582,-79.2928688743688,Neighborhood
297,Leaside,43.7090604,-79.3634517,Local Leaside,43.71001166793114,-79.36351433524794,Sports Bar
298,Leaside,43.7090604,-79.3634517,Rack Attack,43.70693351467496,-79.36226108591485,Sporting Goods Shop
299,Leaside,43.7090604,-79.3634517,Olde Yorke Fish & Chips,43.706141306111306,-79.3618288170822,Fish & Chips Shop
300,Leaside,43.7090604,-79.3634517,LCBO,43.710571304463954,-79.36028703241085,Liquor Store
301,Leaside,43.7090604,-79.3634517,Enduro Sport,43.70605947915959,-79.36183454315712,Bike Shop
302,Leaside,43.7090604,-79.3634517,The Leaside Pub,43.7104676,-79.3638477,Restaurant
303,Leaside,43.7090604,-79.3634517,Bulk Barn,43.70611573147322,-79.36054145695127,Grocery Store
304,Leaside,43.7090604,-79.3634517,Aroma Espresso Bar,43.70561065613986,-79.36077468518098,Coffee Shop
305,Leaside,43.7090604,-79.3634517,Longo's,43.70643262604979,-79.35975310254634,Supermarket
306,Leaside,43.7090604,-79.3634517,Kintako Japanese Restaurant,43.71159659251094,-79.36396207124376,Sushi Restaurant
307,Leaside,43.7090604,-79.3634517,Five Guys,43.70554090286243,-79.36124932941571,Burger Joint
308,Leaside,43.7090604,-79.3634517,Booster Juice,43.70617277,-79.36065194,Smoothie Shop
309,Leaside,43.7090604,-79.3634517,Leaside Village,43.70568229146645,-79.36077693042236,Shopping Mall
310,Leaside,43.7090604,-79.3634517,South St. Burger,43.71051026319384,-79.36158441272885,Burger Joint
311,Leaside,43.7090604,-79.3634517,Subway,43.710410108561625,-79.36185814836224,Sandwich Place
312,Leaside,43.7090604,-79.3634517,PetSmart,43.7126819,-79.3626365,Pet Store
313,Leaside,43.7090604,-79.3634517,RBC Royal Bank,43.71014782237411,-79.36311534233931,Bank
314,Leaside,43.7090604,-79.3634517,Golf Town,43.7092672087377,-79.3622276186943,Sporting Goods Shop
315,Leaside,43.7090604,-79.3634517,Cupcakes,43.70602656677556,-79.36086417950665,Dessert Shop
316,Leaside,43.7090604,-79.3634517,Tim Hortons,43.70562930215073,-79.36102831503376,Coffee Shop
317,Leaside,43.7090604,-79.3634517,TD Canada Trust Branch and ATM,43.7116872,-79.3637718,Bank
318,Leaside,43.7090604,-79.3634517,Starbucks,43.706564,-79.359591,Coffee Shop
319,Leaside,43.7090604,-79.3634517,Winners,43.7094205909056,-79.36093211174,Department Store
320,Leaside,43.7090604,-79.3634517,Amsterdam Barrel House,43.70602053200777,-79.36132913641597,Brewery
321,Leaside,43.7090604,-79.3634517,The Beer Store,43.7057389,-79.3604382,Beer Store
322,Leaside,43.7090604,-79.3634517,Sunset Grill,43.71008051140994,-79.36252937590784,Breakfast Spot
323,Leaside,43.7090604,-79.3634517,Pier 1 Imports,43.7133394919619,-79.3643121421883,Furniture / Home Store
324,Leaside,43.7090604,-79.3634517,Linen Chest,43.70693984029428,-79.35987973289845,Furniture / Home Store
325,Leaside,43.7090604,-79.3634517,Best Buy,43.709255121223215,-79.36168044805527,Electronics Store
326,Leaside,43.7090604,-79.3634517,Mucho Burrito Fresh Mexican Grill,43.706746,-79.361707,Mexican Restaurant
327,Leaside,43.7090604,-79.3634517,SportChek,43.70985360457569,-79.36045518457757,Sporting Goods Shop
328,Leaside,43.7090604,-79.3634517,The Great Canadian Bagel,43.71327461980094,-79.36502672732136,Bagel Shop
329,Thorncliffe Park,43.7053689,-79.3493719,Costco,43.70705091308799,-79.3480933503406,Warehouse Store
330,Thorncliffe Park,43.7053689,-79.3493719,Iqbal Kebab & Sweet Centre,43.705923230061344,-79.35152127765924,Indian Restaurant
331,Thorncliffe Park,43.7053689,-79.3493719,Fit4Less,43.705689,-79.346018,Gym
332,Thorncliffe Park,43.7053689,-79.3493719,Bikram Yoga East York,43.70545001006983,-79.35144826217264,Yoga Studio
333,Thorncliffe Park,43.7053689,-79.3493719,Hero Certified Burgers,43.70551137025456,-79.34706447492002,Burger Joint
334,Thorncliffe Park,43.7053689,-79.3493719,Subway,43.704596336290024,-79.34967021023124,Sandwich Place
335,Thorncliffe Park,43.7053689,-79.3493719,Shoppers Drug Mart,43.70581,-79.347044,Pharmacy
336,Thorncliffe Park,43.7053689,-79.3493719,Iqbal foods,43.70575095291481,-79.35205378554073,Grocery Store
337,Thorncliffe Park,43.7053689,-79.3493719,Hakka Garden,43.704578351261326,-79.34977027417523,Indian Restaurant
338,Thorncliffe Park,43.7053689,-79.3493719,Tim Hortons,43.7050898,-79.3505453,Coffee Shop
339,Thorncliffe Park,43.7053689,-79.3493719,Petro-Canada,43.704058,-79.348094,Gas Station
340,Thorncliffe Park,43.7053689,-79.3493719,Pizza Pizza,43.705564293137044,-79.34713894303022,Pizza Place
341,Thorncliffe Park,43.7053689,-79.3493719,TD Canada Trust,43.7063562,-79.3456426,Bank
342,Thorncliffe Park,43.7053689,-79.3493719,A&W,43.706275,-79.34467,Fast Food Restaurant
343,Thorncliffe Park,43.7053689,-79.3493719,Food Basics,43.70531094557909,-79.34732168914252,Supermarket
344,Thorncliffe Park,43.7053689,-79.3493719,Mayfair Homes,43.70556,-79.35054,Housing Development
345,Thorncliffe Park,43.7053689,-79.3493719,Dollarama,43.705689,-79.346018,Discount Store
346,Thorncliffe Park,43.7053689,-79.3493719,Swiss Chalet,43.707786042366365,-79.34413242874473,Restaurant
347,Thorncliffe Park,43.7053689,-79.3493719,LCBO,43.706700447882305,-79.34501827004178,Liquor Store
348,Thorncliffe Park,43.7053689,-79.3493719,Leaside park,43.70217669622919,-79.35137675914693,Park
349,"East Toronto, Broadview North (Old East York)",43.685347,-79.3381065,The Path,43.68392344354094,-79.33500661843325,Park
350,"East Toronto, Broadview North (Old East York)",43.685347,-79.3381065,Sammon Convenience,43.68695102703702,-79.33500661843325,Convenience Store
351,"East Toronto, Broadview North (Old East York)",43.685347,-79.3381065,Pizza Pizza,43.68306515919049,-79.3338458572395,Pizza Place
352,"The Danforth West, Riverdale",43.6795571,-79.352188,MenEssentials,43.677820068604575,-79.35126543045044,Cosmetics Shop
353,"The Danforth West, Riverdale",43.6795571,-79.352188,Pantheon,43.67762124481265,-79.35143390043564,Greek Restaurant
354,"The Danforth West, Riverdale",43.6795571,-79.352188,Cafe Fiorentina,43.677743,-79.350115,Italian Restaurant
355,"The Danforth West, Riverdale",43.6795571,-79.352188,La Diperie,43.677702,-79.352265,Ice Cream Shop
356,"The Danforth West, Riverdale",43.6795571,-79.352188,Dolce Gelato,43.677772998450614,-79.35118737317053,Ice Cream Shop
357,"The Danforth West, Riverdale",43.6795571,-79.352188,Louis Cifer Brew Works,43.677662745359996,-79.3513125762371,Brewery
358,"The Danforth West, Riverdale",43.6795571,-79.352188,Mezes,43.6779622615441,-79.35019606997218,Greek Restaurant
359,"The Danforth West, Riverdale",43.6795571,-79.352188,Moksha Yoga Danforth,43.67762174479883,-79.3521159367257,Yoga Studio
360,"The Danforth West, Riverdale",43.6795571,-79.352188,Valley Farm Produce,43.677999294687275,-79.3499690927287,Fruit & Vegetable Store
361,"The Danforth West, Riverdale",43.6795571,-79.352188,Messini Authentic Gyros,43.677704,-79.35048,Greek Restaurant
362,"The Danforth West, Riverdale",43.6795571,-79.352188,7 Numbers,43.677061774959824,-79.35393428891682,Italian Restaurant
363,"The Danforth West, Riverdale",43.6795571,-79.352188,The Auld Spot Pub,43.67733505610778,-79.35312964755529,Pub
364,"The Danforth West, Riverdale",43.6795571,-79.352188,Rikkochez,43.677267,-79.353274,Restaurant
365,"The Danforth West, Riverdale",43.6795571,-79.352188,Pizzeria Libretto,43.678488633358,-79.34757579277853,Pizza Place
366,"The Danforth West, Riverdale",43.6795571,-79.352188,The Big Carrot Organic Juice Bar,43.677438,-79.352683,Juice Bar
367,"The Danforth West, Riverdale",43.6795571,-79.352188,Astoria Shish Kebob House,43.677596,-79.351738,Greek Restaurant
368,"The Danforth West, Riverdale",43.6795571,-79.352188,Re: Reading,43.678506570428084,-79.34767758382526,Bookstore
369,"The Danforth West, Riverdale",43.6795571,-79.352188,Alexandros,43.67830448799868,-79.34948556208978,Greek Restaurant
370,"The Danforth West, Riverdale",43.6795571,-79.352188,Don Valley Trail,43.67633091997674,-79.35392333297455,Trail
371,"The Danforth West, Riverdale",43.6795571,-79.352188,IQ Living,43.678477,-79.347811,Furniture / Home Store
372,"The Danforth West, Riverdale",43.6795571,-79.352188,Athen's Pastries,43.67816589533113,-79.34892679522846,Greek Restaurant
373,"The Danforth West, Riverdale",43.6795571,-79.352188,Demetres,43.67768266377745,-79.35160842812537,Dessert Shop
374,"The Danforth West, Riverdale",43.6795571,-79.352188,Christina's On The Danforth,43.678239784878826,-79.34918494943804,Greek Restaurant
375,"The Danforth West, Riverdale",43.6795571,-79.352188,Tsaa Tea Shop,43.67776898684133,-79.35130446081268,Bubble Tea Shop
376,"The Danforth West, Riverdale",43.6795571,-79.352188,Urban Nails,43.676667789021906,-79.35660190332753,Spa
377,"The Danforth West, Riverdale",43.6795571,-79.352188,Bulk Barn,43.67678989740336,-79.35586511284247,Grocery Store
378,"The Danforth West, Riverdale",43.6795571,-79.352188,Carrot Commons,43.6774845518262,-79.35307562861175,Restaurant
379,"The Danforth West, Riverdale",43.6795571,-79.352188,Marvel Coffee Co.,43.678629530863844,-79.34746013725268,Coffee Shop
380,"The Danforth West, Riverdale",43.6795571,-79.352188,Momo Hut And Gardens,43.677491,-79.351516,Tibetan Restaurant
381,"The Danforth West, Riverdale",43.6795571,-79.352188,Dough Bakeshop,43.67664308520287,-79.35684634585105,Bakery
382,"The Danforth West, Riverdale",43.6795571,-79.352188,Sher-E-Punjab,43.67730788939673,-79.35306551709385,Indian Restaurant
383,"The Danforth West, Riverdale",43.6795571,-79.352188,Second Cup,43.677232,-79.3528982,Coffee Shop
384,"The Danforth West, Riverdale",43.6795571,-79.352188,Simone's Caribbean Restaurant,43.67865547474292,-79.34658157954753,Caribbean Restaurant
385,"The Danforth West, Riverdale",43.6795571,-79.352188,Leonidas Chocolates Cafe,43.67811808012494,-79.34948504099059,Café
386,"The Danforth West, Riverdale",43.6795571,-79.352188,Cafe Frappe,43.67812618087551,-79.34843379217203,Coffee Shop
387,"The Danforth West, Riverdale",43.6795571,-79.352188,Bar Oak,43.67793098663968,-79.34872380466781,Lounge
388,"The Danforth West, Riverdale",43.6795571,-79.352188,Menchie's,43.67830909198205,-79.34810528402672,Frozen Yogurt Shop
389,"The Danforth West, Riverdale",43.6795571,-79.352188,IL FORNELLO on Danforth,43.67860392856738,-79.34690364849348,Italian Restaurant
